# x_ref_m;y_ref_m;width_right_m;width_left_m;x_normvec_m;y_normvec_m;alpha_m;s_racetraj_m;psi_racetraj_rad;kappa_racetraj_radpm;vx_racetraj_mps;ax_racetraj_mps2;banking_rad;s_ref_m;psi_ref_rad;kappa_ref_radpm;dkappa_ref_radpm2
244.8754430;-76.0495420;-9.7745710;4.8745510;-0.6153682;0.7882398;1.5684653;279.9776940;0.7732640;0.0182480;34.8146280;-0.0602040;-0.0049760;279.9856250;0.6628530;0.0265750;0.0004320
245.2674770;-75.7392620;-9.7855200;4.8689170;-0.6258275;0.7799615;1.6408205;280.4776540;0.7823920;0.0182650;34.8145690;0.0519100;-0.0050150;280.4855990;0.6761920;0.0267820;0.0004140
245.6553210;-75.4237610;-9.7966610;4.8635260;-0.6362525;0.7714808;1.7109169;280.9776140;0.7915270;0.0182800;34.8158550;0.1273930;-0.0050540;280.9855740;0.6896310;0.0269780;0.0003920
246.0388750;-75.1030570;-9.8074900;4.8582570;-0.6466359;0.7627988;1.7786811;281.4775740;0.8006700;0.0182920;34.8181320;0.1897770;-0.0050910;281.4855480;0.7031660;0.0271630;0.0003700
246.4180380;-74.7771750;-9.8174850;4.8530200;-0.6569687;0.7539178;1.8440366;281.9775340;0.8098170;0.0183010;34.8212660;0.2470500;-0.0051280;281.9855220;0.7167910;0.0273390;0.0003520
246.7927110;-74.4461410;-9.8261800;4.8477610;-0.6672429;0.7448402;1.9069123;282.4774940;0.8189690;0.0183080;34.8252100;0.3025510;-0.0051630;282.4854970;0.7305010;0.0275040;0.0003300
247.1627980;-74.1099870;-9.8332420;4.8424560;-0.6774505;0.7355684;1.9672413;282.9774550;0.8281230;0.0183120;34.8299460;0.3576100;-0.0051980;282.9854710;0.7442910;0.0276590;0.0003100
247.5282000;-73.7687470;-9.8385220;4.8371110;-0.6875837;0.7261051;2.0249547;283.4774150;0.8372790;0.0183140;34.8354720;0.4127120;-0.0052320;283.4854450;0.7581560;0.0278040;0.0002900
247.8888250;-73.4224610;-9.8420600;4.8317690;-0.6976349;0.7164535;2.0799929;283.9773750;0.8464350;0.0183130;34.8417890;0.4680130;-0.0052650;283.9854200;0.7720910;0.0279390;0.0002700
248.2445760;-73.0711730;-9.8440630;4.8265030;-0.7075965;0.7066167;2.1322932;284.4773350;0.8555900;0.0183100;34.8489000;0.5235350;-0.0052980;284.4853940;0.7860910;0.0280650;0.0002520
248.5953650;-72.7149270;-9.8448720;4.8213980;-0.7174620;0.6965977;2.1818021;284.9772950;0.8647430;0.0183060;34.8568070;0.5793330;-0.0053300;284.9853680;0.8001520;0.0281800;0.0002300
248.9410990;-72.3537750;-9.8448760;4.8165500;-0.7272233;0.6864009;2.2284633;285.4772550;0.8738930;0.0182990;34.8655140;0.6354400;-0.0053610;285.4853430;0.8142680;0.0282860;0.0002120
249.2816920;-71.9877700;-9.8444330;4.8120580;-0.7368736;0.6760305;2.2722276;285.9772160;0.8830400;0.0182900;34.8750250;0.6918360;-0.0053910;285.9853170;0.8284340;0.0283830;0.0001940
249.6170570;-71.6169700;-9.8438090;4.8080170;-0.7464066;0.6654902;2.3130478;286.4771760;0.8921810;0.0182790;34.8853430;0.7484260;-0.0054210;286.4852910;0.8426460;0.0284700;0.0001740
249.9471100;-71.2414330;-9.8431600;4.8044940;-0.7558164;0.6547836;2.3508807;286.9771360;0.9013170;0.0182670;34.8964700;0.8050840;-0.0054510;286.9852660;0.8569000;0.0285470;0.0001540
250.2717700;-70.8612250;-9.8425130;4.8015380;-0.7650957;0.6439165;2.3856857;287.4770960;0.9104460;0.0182520;34.9084020;0.8615820;-0.0054800;287.4852400;0.8711900;0.0286160;0.0001380
250.5909580;-70.4764110;-9.8418040;4.7991770;-0.7742391;0.6328932;2.4174264;287.9770560;0.9195670;0.0182360;34.9211380;0.9177460;-0.0055080;287.9852140;0.8855120;0.0286750;0.0001180
250.9045960;-70.0870610;-9.8409350;4.7974080;-0.7832405;0.6217188;2.4460663;288.4770160;0.9286800;0.0182180;34.9346680;0.9734420;-0.0055370;288.4851890;0.8998610;0.0287250;0.0001000
251.2126110;-69.6932470;-9.8398330;4.7961970;-0.7920953;0.6103975;2.4715798;288.9769770;0.9377840;0.0181990;34.9489870;1.0285830;-0.0055650;288.9851630;0.9142340;0.0287670;0.0000840
251.5149300;-69.2950450;-9.8384890;4.7954940;-0.8007966;0.5989364;2.4939368;289.4769370;0.9468780;0.0181780;34.9640830;1.0831540;-0.0055930;289.4851370;0.9286240;0.0287990;0.0000640
251.8114840;-68.8925310;-9.8369760;4.7952390;-0.8093409;0.5873392;2.5131147;289.9768970;0.9559600;0.0181560;34.9799500;1.1371900;-0.0056210;289.9851120;0.9430290;0.0288220;0.0000460
252.1022080;-68.4857850;-9.8354560;4.7953520;-0.8177218;0.5756136;2.5290937;290.4768570;0.9650310;0.0181320;34.9965770;1.1907720;-0.0056490;290.4850860;0.9574420;0.0288360;0.0000280
252.3870380;-68.0748910;-9.8341390;4.7957550;-0.8259363;0.5637634;2.5418599;290.9768170;0.9740900;0.0181060;35.0139610;1.2440630;-0.0056780;290.9850600;0.9718610;0.0288420;0.0000120
252.6659140;-67.6599330;-9.8332260;4.7963760;-0.8339796;0.5517952;2.5513992;291.4767770;0.9831360;0.0180790;35.0320960;1.2973810;-0.0057060;291.4850350;0.9862810;0.0288390;-0.0000060
252.9387780;-67.2409970;-9.8328740;4.7971570;-0.8418468;0.5397165;2.5577017;291.9767380;0.9921680;0.0180510;35.0509870;1.3513790;-0.0057350;291.9850090;1.0006960;0.0288260;-0.0000260
253.2055760;-66.8181730;-9.8331560;4.7980410;-0.8495354;0.5275316;2.5607627;292.4766980;1.0011850;0.0180210;35.0706530;1.4074250;-0.0057650;292.4849830;1.0151040;0.0288050;-0.0000420
253.4662580;-66.3915510;-9.8340410;4.7989980;-0.8570404;0.5152491;2.5605806;292.9766580;1.0101860;0.0179890;35.0911380;1.4680290;-0.0057950;292.9849570;1.0294980;0.0287750;-0.0000600
253.7207750;-65.9612220;-9.8353910;4.8000150;-0.8643594;0.5028746;2.5571549;293.4766180;1.0191720;0.0179560;35.1125220;1.5351720;-0.0058250;293.4849320;1.0438750;0.0287360;-0.0000780
253.9690840;-65.5272820;-9.8369980;4.8010900;-0.8714888;0.4904154;2.5504922;293.9765780;1.0281400;0.0179210;35.1348790;1.6067160;-0.0058570;293.9849060;1.0582300;0.0286880;-0.0000960
254.2111430;-65.0898250;-9.8386120;4.8022360;-0.8784263;0.4778779;2.5405988;294.4765380;1.0370910;0.0178850;35.1582570;1.6807390;-0.0058890;294.4848800;1.0725590;0.0286310;-0.0001140
254.4469170;-64.6489480;-9.8399640;4.8034820;-0.8851689;0.4652697;2.5274866;294.9764990;1.0460230;0.0178470;35.1826830;1.7562490;-0.0059220;294.9848550;1.0868570;0.0285640;-0.0001340
254.6763700;-64.2047500;-9.8408010;4.8048720;-0.8917148;0.4525977;2.5111695;295.4764590;1.0549360;0.0178070;35.2081700;1.8327120;-0.0059560;295.4848290;1.1011200;0.0284880;-0.0001520
254.8994740;-63.7573280;-9.8409180;4.8064450;-0.8980613;0.4398704;2.4916653;295.9764190;1.0638280;0.0177660;35.2347300;1.9098360;-0.0059910;295.9848030;1.1153420;0.0284030;-0.0001700
255.1162030;-63.3067840;-9.8401560;4.8082510;-0.9042069;0.4270948;2.4689969;296.4763790;1.0727000;0.0177230;35.2623660;1.9874670;-0.0060270;296.4847780;1.1295190;0.0283090;-0.0001880
255.3265330;-62.8532180;-9.8384020;4.8103490;-0.9101500;0.4142789;2.4431859;296.9763390;1.0815490;0.0176780;35.2910850;2.0655330;-0.0060650;296.9847520;1.1436460;0.0282040;-0.0002100
255.5304470;-62.3967310;-9.8356030;4.8127960;-0.9158898;0.4014297;2.4142616;297.4762990;1.0903760;0.0176310;35.3208880;2.1440110;-0.0061030;297.4847260;1.1577190;0.0280900;-0.0002280
255.7279300;-61.9374260;-9.8317660;4.8156420;-0.9214253;0.3885554;2.3822554;297.9762600;1.0991780;0.0175830;35.3517790;2.2229080;-0.0061420;297.9847010;1.1717330;0.0279660;-0.0002480
255.9189720;-61.4754050;-9.8269450;4.8189450;-0.9267555;0.3756651;2.3472005;298.4762200;1.1079560;0.0175320;35.3837620;2.3022450;-0.0061830;298.4846750;1.1856820;0.0278330;-0.0002660
256.1035670;-61.0107700;-9.8212390;4.8227640;-0.9318803;0.3627660;2.3091357;298.9761800;1.1167090;0.0174790;35.4168400;2.3820450;-0.0062250;298.9846490;1.1995620;0.0276890;-0.0002880
256.2817130;-60.5436250;-9.8148000;4.8271510;-0.9367993;0.3498672;2.2681010;299.4761400;1.1254340;0.0174250;35.4510160;2.4623300;-0.0062680;299.4846240;1.2133670;0.0275350;-0.0003080
256.4534110;-60.0740720;-9.8078100;4.8321510;-0.9415132;0.3369761;2.2241397;299.9761000;1.1341320;0.0173680;35.4862940;2.5431130;-0.0063130;299.9845980;1.2270930;0.0273710;-0.0003280
256.6186680;-59.6022130;-9.8004630;4.8378100;-0.9460221;0.3241020;2.1773001;300.4760600;1.1428000;0.0173100;35.5226780;2.6243960;-0.0063590;300.4845720;1.2407340;0.0271960;-0.0003500
256.7774940;-59.1281510;-9.7929360;4.8441730;-0.9503271;0.3112531;2.1276303;300.9760210;1.1514390;0.0172490;35.5601720;2.7061750;-0.0064050;300.9845470;1.2542850;0.0270110;-0.0003700
256.9299040;-58.6519880;-9.7853830;4.8512680;-0.9544291;0.2984377;2.0751851;301.4759810;1.1600470;0.0171860;35.5987790;2.7884340;-0.0064530;301.4845210;1.2677410;0.0268160;-0.0003900
257.0759170;-58.1738250;-9.7778930;4.8591180;-0.9583298;0.2856641;2.0200191;301.9759410;1.1686230;0.0171200;35.6385020;2.8711490;-0.0065020;301.9844950;1.2810970;0.0266100;-0.0004120
257.2155560;-57.6937610;-9.7704840;4.8677420;-0.9620309;0.2729406;1.9621910;302.4759010;1.1771660;0.0170530;35.6793440;2.9543230;-0.0065530;302.4844700;1.2943480;0.0263940;-0.0004320
257.3488480;-57.2118970;-9.7630860;4.8771650;-0.9655339;0.2602772;1.9017606;302.9758610;1.1856740;0.0169830;35.7213070;3.0379270;-0.0066040;302.9844440;1.3074870;0.0261670;-0.0004540
257.4758250;-56.7283300;-9.7555760;4.8873920;-0.9688418;0.2476804;1.8387912;303.4758210;1.1941460;0.0169100;35.7643930;3.1219390;-0.0066550;303.4844180;1.3205110;0.0259300;-0.0004740
257.5965230;-56.2431590;-9.7477810;4.8984380;-0.9719566;0.2351601;1.7733509;303.9757820;1.2025820;0.0168360;35.8086030;3.2063410;-0.0067080;303.9843930;1.3334130;0.0256820;-0.0004960
257.7109820;-55.7564770;-9.7395110;4.9103240;-0.9748814;0.2227245;1.7055047;304.4757420;1.2109800;0.0167580;35.8539390;3.2911180;-0.0067610;304.4843670;1.3461880;0.0254230;-0.0005180
257.8192460;-55.2683800;-9.7305810;4.9230890;-0.9776195;0.2103807;1.6353257;304.9757020;1.2193390;0.0166790;35.9004020;3.3762580;-0.0068150;304.9843410;1.3588320;0.0251550;-0.0005360
257.9213640;-54.7789610;-9.7208440;4.9367780;-0.9801742;0.1981374;1.5628855;305.4756620;1.2276570;0.0165970;35.9479920;3.4617470;-0.0068700;305.4843160;1.3713390;0.0248760;-0.0005580
258.0173870;-54.2883100;-9.7101980;4.9514500;-0.9825492;0.1860028;1.4882566;305.9756220;1.2359340;0.0165130;35.9967090;3.5475760;-0.0069240;305.9842900;1.3837040;0.0245870;-0.0005780
258.1073720;-53.7965150;-9.6985690;4.9671910;-0.9847484;0.1739844;1.4115155;306.4755820;1.2441680;0.0164260;36.0465540;3.6337390;-0.0069790;306.4842640;1.3959220;0.0242870;-0.0006000
258.1913790;-53.3036640;-9.6858990;4.9841060;-0.9867760;0.1620900;1.3327401;306.9755430;1.2523580;0.0163370;36.0975270;3.7202320;-0.0070340;306.9842390;1.4079880;0.0239790;-0.0006160
258.2694720;-52.8098420;-9.6721220;5.0023220;-0.9886363;0.1503273;1.2520097;307.4755030;1.2605030;0.0162460;36.1496270;3.8070560;-0.0070880;307.4842130;1.4198970;0.0236600;-0.0006380
258.3417180;-52.3151310;-9.6571520;5.0219740;-0.9903339;0.1387037;1.1694031;307.9754630;1.2686020;0.0161520;36.2028540;3.8942160;-0.0071420;307.9841870;1.4316440;0.0233320;-0.0006560
258.4081890;-51.8196110;-9.6408510;5.0432140;-0.9918739;0.1272246;1.0850023;308.4754230;1.2766540;0.0160570;36.2572080;3.9817190;-0.0071960;308.4841620;1.4432260;0.0229950;-0.0006740
258.4689590;-51.3233590;-9.6230280;5.0662020;-0.9932610;0.1158993;0.9988890;308.9753830;1.2846570;0.0159590;36.3126880;4.0695790;-0.0072490;308.9841360;1.4546360;0.0226490;-0.0006920
258.5241050;-50.8264510;-9.6034410;5.0911060;-0.9945005;0.1047319;0.9111450;309.4753430;1.2926110;0.0158590;36.3692950;4.1578110;-0.0073010;309.4841100;1.4658720;0.0222950;-0.0007080
258.5737100;-50.3289600;-9.5818170;5.1180950;-0.9955976;0.0937305;0.8218552;309.9753040;1.3005140;0.0157570;36.4270280;4.2464300;-0.0073520;309.9840850;1.4769280;0.0219330;-0.0007240
258.6178570;-49.8309540;-9.5578870;5.1473180;-0.9965579;0.0829001;0.7311037;310.4752640;1.3083660;0.0156530;36.4858870;4.3354530;-0.0074020;310.4840590;1.4878010;0.0215630;-0.0007400
258.6566330;-49.3325020;-9.5313950;5.1789190;-0.9973869;0.0722453;0.6389748;310.9752240;1.3161650;0.0155480;36.5458730;4.4248960;-0.0074500;310.9840330;1.4984880;0.0211850;-0.0007560
258.6901270;-48.8336670;-9.5021220;5.2130250;-0.9980902;0.0617740;0.5455500;311.4751840;1.3239120;0.0154400;36.6069850;4.5147730;-0.0074960;311.4840080;1.5089830;0.0208000;-0.0007700
258.7184320;-48.3345110;-9.4699020;5.2497390;-0.9986736;0.0514885;0.4509166;311.9751440;1.3316040;0.0153320;36.6692250;4.6050900;-0.0075410;311.9839820;1.5192850;0.0204090;-0.0007820
258.7416430;-47.8350920;-9.4346160;5.2891420;-0.9991429;0.0413945;0.3551578;312.4751040;1.3392420;0.0152220;36.7325920;4.6958530;-0.0075830;312.4839560;1.5293900;0.0200120;-0.0007940
258.7598560;-47.3354660;-9.3962130;5.3312740;-0.9995039;0.0314961;0.2583580;312.9750650;1.3468250;0.0151110;36.7970860;4.7870570;-0.0076230;312.9839310;1.5392950;0.0196090;-0.0008060
258.7731700;-46.8356860;-9.3546860;5.3761350;-0.9997624;0.0217976;0.1605992;313.4750250;1.3543510;0.0149990;36.8627080;4.8786920;-0.0076610;313.4839050;1.5489970;0.0192010;-0.0008160
258.7816860;-46.3358010;-9.3100630;5.4236850;-0.9999243;0.0123020;0.0619654;313.9749850;1.3618220;0.0148860;36.9294560;4.9707400;-0.0076960;313.9838790;1.5584940;0.0187880;-0.0008260
258.7855060;-45.8358580;-9.2623990;5.4738410;-0.9999955;0.0030133;-0.0374614;314.4749450;1.3692370;0.0147730;36.9973310;5.0631710;-0.0077280;314.4838540;1.5677830;0.0183710;-0.0008340
258.7847340;-45.3359010;-9.2117760;5.5264710;-0.9999816;-0.0060666;-0.1375999;314.9749050;1.3765940;0.0146600;37.0663310;5.1559480;-0.0077580;314.9838280;1.5768630;0.0179510;-0.0008400
258.7794750;-44.8359710;-9.1582980;5.5813990;-0.9998885;-0.0149351;-0.2383701;315.4748650;1.3838950;0.0145460;37.1364540;5.2490220;-0.0077840;315.4838020;1.5857320;0.0175280;-0.0008460
258.7698360;-44.3361060;-9.1020930;5.6384070;-0.9997217;-0.0235905;-0.3396903;315.9748260;1.3911390;0.0144330;37.2076970;5.3423340;-0.0078070;315.9837770;1.5943890;0.0171020;-0.0008520
258.7559220;-43.8363420;-9.0433340;5.6972240;-0.9994869;-0.0320302;-0.4414848;316.4747860;1.3983270;0.0143200;37.2800560;5.4358080;-0.0078270;316.4837510;1.6028320;0.0166740;-0.0008560
258.7378440;-43.3367120;-8.9822310;5.7575440;-0.9991895;-0.0402538;-0.5436735;316.9747460;1.4054580;0.0142070;37.3535270;5.5293550;-0.0078430;316.9837250;1.6110610;0.0162440;-0.0008600
258.7157080;-42.8372440;-8.9190380;5.8190310;-0.9988348;-0.0482609;-0.6461817;317.4747060;1.4125330;0.0140960;37.4281030;5.6228620;-0.0078560;317.4837000;1.6190760;0.0158140;-0.0008600
258.6896230;-42.3379680;-8.8540470;5.8813260;-0.9984280;-0.0560493;-0.7489341;317.9746660;1.4195530;0.0139850;37.5037750;5.7161930;-0.0078650;317.9836740;1.6268750;0.0153830;-0.0008620
258.6597000;-41.8389060;-8.7875990;5.9440520;-0.9979743;-0.0636187;-0.8518550;318.4746260;1.4265180;0.0138770;37.5805350;5.8091790;-0.0078700;318.4836480;1.6344580;0.0149530;-0.0008600
258.6260460;-41.3400830;-8.7200690;6.0068200;-0.9974784;-0.0709710;-0.9548736;318.9745870;1.4334290;0.0137690;37.6583680;5.9016150;-0.0078720;318.9836230;1.6418270;0.0145230;-0.0008600
258.5887710;-40.8415160;-8.6518650;6.0692450;-0.9969451;-0.0781050;-1.0579176;319.4745470;1.4402870;0.0136640;37.7372600;5.9932450;-0.0078690;319.4835970;1.6489810;0.0140950;-0.0008560
258.5479830;-40.3432250;-8.5834150;6.1309470;-0.9963790;-0.0850229;-1.1609164;319.9745070;1.4470920;0.0135610;37.8171910;6.0837570;-0.0078640;319.9835710;1.6559220;0.0136690;-0.0008520
258.5037910;-39.8452240;-8.5151600;6.1915600;-0.9957844;-0.0917246;-1.2638007;320.4744670;1.4538470;0.0134600;37.8981370;6.1727670;-0.0078540;320.4835460;1.6626500;0.0132450;-0.0008480
258.4563020;-39.3475260;-8.4475490;6.2507340;-0.9951655;-0.0982121;-1.3665025;320.9744270;1.4605520;0.0133620;37.9800690;6.2598090;-0.0078410;320.9835200;1.6691670;0.0128240;-0.0008420
258.4056230;-38.8501430;-8.3810230;6.3081500;-0.9945263;-0.1044866;-1.4689565;321.4743870;1.4672090;0.0132670;38.0629510;6.3443150;-0.0078240;321.4834940;1.6754740;0.0124060;-0.0008360
258.3518590;-38.3530840;-8.3160040;6.3635170;-0.9938705;-0.1105502;-1.5710959;321.9743480;1.4738190;0.0131750;38.1467390;6.4256020;-0.0078030;321.9834690;1.6815730;0.0119920;-0.0008280
258.2951160;-37.8563560;-8.2528850;6.4165850;-0.9932018;-0.1164052;-1.6728556;322.4743080;1.4803840;0.0130860;38.2313790;6.5028500;-0.0077790;322.4834430;1.6874660;0.0115820;-0.0008200
258.2354970;-37.3599650;-8.1920110;6.4671500;-0.9925234;-0.1220546;-1.7741712;322.9742680;1.4869050;0.0130010;38.3168070;6.5750840;-0.0077510;322.9834170;1.6931560;0.0111780;-0.0008080
258.1731050;-36.8639150;-8.1336730;6.5150540;-0.9918385;-0.1275007;-1.8749780;323.4742280;1.4933850;0.0129190;38.4029440;6.6411540;-0.0077210;323.4833920;1.6986450;0.0107780;-0.0008000
258.1080410;-36.3682080;-8.0780950;6.5601970;-0.9911501;-0.1327457;-1.9752138;323.9741880;1.4998240;0.0128410;38.4896980;6.6997180;-0.0076870;323.9833660;1.7039350;0.0103840;-0.0007880
258.0404030;-35.8728450;-8.0254250;6.6025360;-0.9904611;-0.1377929;-2.0748147;324.4741480;1.5062260;0.0127670;38.5769570;6.7492290;-0.0076500;324.4833400;1.7090290;0.0099950;-0.0007780
257.9702910;-35.3778260;-7.9757310;6.6420900;-0.9897737;-0.1426464;-2.1737165;324.9741090;1.5125910;0.0126970;38.6645880;6.7879460;-0.0076100;324.9833150;1.7139310;0.0096140;-0.0007620
257.8978000;-34.8831500;-7.9290040;6.6789350;-0.9890904;-0.1473096;-2.2718551;325.4740690;1.5189220;0.0126300;38.7524390;6.8139550;-0.0075670;325.4832890;1.7186440;0.0092380;-0.0007520
257.8230240;-34.3888140;-7.8851620;6.7132060;-0.9884134;-0.1517857;-2.3691647;325.9740290;1.5252210;0.0125670;38.8403200;6.8235580;-0.0075220;325.9832630;1.7231710;0.0088700;-0.0007360
257.7460570;-33.8948140;-7.8440630;6.7450860;-0.9877447;-0.1560779;-2.4655764;326.4739890;1.5314900;0.0125080;38.9280110;6.8153790;-0.0074740;326.4832380;1.7275150;0.0085090;-0.0007220
257.6669880;-33.4011460;-7.8055250;6.7747950;-0.9870860;-0.1601915;-2.5610244;326.9739490;1.5377300;0.0124530;39.0153380;6.7975600;-0.0074240;326.9832120;1.7316810;0.0081560;-0.0007060
257.5859070;-32.9078040;-7.7693400;6.8025800;-0.9864386;-0.1641307;-2.6554352;327.4739090;1.5439430;0.0124020;39.1022400;6.7794010;-0.0073730;327.4831860;1.7356730;0.0078100;-0.0006920
257.5028990;-32.4147820;-7.7352990;6.8286990;-0.9858044;-0.1678977;-2.7487450;327.9738700;1.5501310;0.0123540;39.1887190;6.7614960;-0.0073190;327.9831610;1.7394930;0.0074720;-0.0006760
257.4180500;-31.9220740;-7.7032040;6.8534030;-0.9851845;-0.1714977;-2.8408843;328.4738300;1.5562960;0.0123090;39.2747810;6.7437370;-0.0072640;328.4831350;1.7431460;0.0071430;-0.0006580
257.3314420;-31.4296720;-7.6728860;6.8769230;-0.9845798;-0.1749359;-2.9317867;328.9737900;1.5624400;0.0122680;39.3604290;6.7261010;-0.0072070;328.9831090;1.7466370;0.0068210;-0.0006440
257.2431540;-30.9375680;-7.6442140;6.8994540;-0.9839915;-0.1782156;-3.0213893;329.4737500;1.5685640;0.0122290;39.4456690;6.7085900;-0.0071490;329.4830840;1.7499690;0.0065090;-0.0006240
257.1532650;-30.4457530;-7.6170940;6.9211480;-0.9834201;-0.1813418;-3.1096292;329.9737100;1.5746690;0.0121930;39.5305040;6.6912010;-0.0070900;329.9830580;1.7531470;0.0062040;-0.0006100
257.0618510;-29.9542200;-7.5914680;6.9421030;-0.9828663;-0.1843197;-3.1964426;330.4736700;1.5807560;0.0121590;39.6149390;6.6739340;-0.0070310;330.4830320;1.7561760;0.0059090;-0.0005900
256.9689840;-29.4629590;-7.5673040;6.9623680;-0.9823310;-0.1871516;-3.2817717;330.9736310;1.5868270;0.0121270;39.6989780;6.6567840;-0.0069700;330.9830070;1.7590580;0.0056220;-0.0005740
256.8747360;-28.9719600;-7.5445900;6.9819410;-0.9818142;-0.1898444;-3.3655558;331.4735910;1.5928820;0.0120960;39.7826250;6.6397490;-0.0069090;331.4829810;1.7618000;0.0053450;-0.0005540
256.7791760;-28.4812150;-7.5233150;7.0007800;-0.9813163;-0.1924014;-3.4477391;331.9735510;1.5989230;0.0120670;39.8658830;6.6228250;-0.0068480;331.9829550;1.7644050;0.0050760;-0.0005380
256.6823710;-27.9907140;-7.5034640;7.0188150;-0.9808375;-0.1948276;-3.5282645;332.4735110;1.6049490;0.0120390;39.9487570;6.6060090;-0.0067870;332.4829300;1.7668780;0.0048160;-0.0005200
256.5843850;-27.5004470;-7.4850060;7.0359590;-0.9803779;-0.1971271;-3.6070779;332.9734710;1.6109610;0.0120100;40.0312530;6.5897670;-0.0067260;332.9829040;1.7692230;0.0045650;-0.0005020
256.4852790;-27.0104050;-7.4678910;7.0521240;-0.9799377;-0.1993041;-3.6841269;333.4734310;1.6169580;0.0119820;40.1133830;6.5743890;-0.0066650;333.4828780;1.7714440;0.0043220;-0.0004860
256.3851140;-26.5205790;-7.4520440;7.0672370;-0.9795164;-0.2013644;-3.7593592;333.9733920;1.6229410;0.0119530;40.1951550;6.5591000;-0.0066050;333.9828530;1.7735470;0.0040890;-0.0004660
256.2839480;-26.0309580;-7.4373720;7.0812460;-0.9791141;-0.2033113;-3.8327234;334.4733520;1.6289090;0.0119220;40.2765710;6.5438990;-0.0065450;334.4828270;1.7755350;0.0038640;-0.0004500
256.1818360;-25.5415330;-7.4237650;7.0941340;-0.9787306;-0.2051497;-3.9041714;334.9733120;1.6348620;0.0118900;40.3576360;6.5287820;-0.0064860;334.9828010;1.7774130;0.0036480;-0.0004320
256.0788300;-25.0522950;-7.4111030;7.1059140;-0.9783653;-0.2068847;-3.9736580;335.4732720;1.6407980;0.0118560;40.4383530;6.5137470;-0.0064280;335.4827760;1.7791860;0.0034410;-0.0004140
255.9749830;-24.5632350;-7.3992680;7.1166380;-0.9780185;-0.2085183;-4.0411349;335.9732320;1.6467160;0.0118180;40.5187240;6.4987920;-0.0063710;335.9827500;1.7808560;0.0032420;-0.0003980
255.8703430;-24.0743430;-7.3881480;7.1263830;-0.9776893;-0.2100564;-4.1065597;336.4731920;1.6526140;0.0117780;40.5987530;6.4839130;-0.0063150;336.4827240;1.7824290;0.0030510;-0.0003820
255.7649560;-23.5856120;-7.3776460;7.1352480;-0.9773773;-0.2115032;-4.1698905;336.9731530;1.6584920;0.0117340;40.6784430;6.4691090;-0.0062600;336.9826990;1.7839090;0.0028690;-0.0003640
255.6588690;-23.0970330;-7.3676830;7.1433410;-0.9770822;-0.2128625;-4.2310834;337.4731130;1.6643460;0.0116850;40.7577960;6.4543770;-0.0062070;337.4826730;1.7853000;0.0026940;-0.0003500
255.5521230;-22.6085960;-7.3582040;7.1507700;-0.9768033;-0.2141384;-4.2901017;337.9730730;1.6701750;0.0116310;40.8368160;6.4397150;-0.0061550;337.9826470;1.7866060;0.0025280;-0.0003320
255.4447590;-22.1202950;-7.3491700;7.1576330;-0.9765405;-0.2153338;-4.3469080;338.4730330;1.6759750;0.0115730;40.9155040;6.4251210;-0.0061050;338.4826220;1.7878300;0.0023690;-0.0003180
255.3368170;-21.6321220;-7.3405610;7.1640090;-0.9762931;-0.2164528;-4.4014651;338.9729930;1.6817450;0.0115080;40.9938650;6.4105930;-0.0060560;338.9825960;1.7889760;0.0022180;-0.0003020
255.2283330;-21.1440680;-7.3323690;7.1699570;-0.9760603;-0.2175002;-4.4537379;339.4729530;1.6874800;0.0114370;41.0719000;6.3961300;-0.0060090;339.4825700;1.7900490;0.0020740;-0.0002880
255.1193430;-20.6561270;-7.3245930;7.1755110;-0.9758416;-0.2184791;-4.5036925;339.9729140;1.6931790;0.0113590;41.1496120;6.3817300;-0.0059640;339.9825450;1.7910520;0.0019370;-0.0002740
255.0098800;-20.1682920;-7.3172360;7.1806880;-0.9756367;-0.2193924;-4.5512997;340.4728740;1.6988370;0.0112750;41.2270040;6.3673910;-0.0059210;340.4825190;1.7919880;0.0018080;-0.0002580
254.8999750;-19.6805550;-7.3103020;7.1854900;-0.9754448;-0.2202441;-4.5965280;340.9728340;1.7044510;0.0111830;41.3040780;6.3531120;-0.0058790;340.9824930;1.7928610;0.0016850;-0.0002460
254.7896600;-19.1929120;-7.3037940;7.1899130;-0.9752654;-0.2210370;-4.6393491;341.4727940;1.7100170;0.0110830;41.3808360;6.3388910;-0.0058400;341.4824680;1.7936740;0.0015680;-0.0002340
254.6789620;-18.7053550;-7.2977140;7.1939520;-0.9750978;-0.2217752;-4.6797362;341.9727540;1.7155310;0.0109750;41.4572810;6.3247510;-0.0058030;341.9824420;1.7944310;0.0014580;-0.0002200
254.5679090;-18.2178780;-7.2920640;7.1976170;-0.9749417;-0.2224607;-4.7176644;342.4727140;1.7209900;0.0108600;41.5334160;6.3106430;-0.0057670;342.4824160;1.7951340;0.0013540;-0.0002080
254.4565250;-17.7304770;-7.2868460;7.2009290;-0.9747964;-0.2230963;-4.7531198;342.9726750;1.7263880;0.0107360;41.6092420;6.2965830;-0.0057340;342.9823910;1.7957860;0.0012560;-0.0001960
254.3448350;-17.2431460;-7.2820640;7.2039310;-0.9746613;-0.2236860;-4.7860936;343.4726350;1.7317230;0.0106040;41.6847610;6.2825690;-0.0057030;343.4823650;1.7963910;0.0011630;-0.0001860
