# x_ref_m;y_ref_m;width_right_m;width_left_m;x_normvec_m;y_normvec_m;alpha_m;s_racetraj_m;psi_racetraj_rad;kappa_racetraj_radpm;vx_racetraj_mps;ax_racetraj_mps2;banking_rad;s_ref_m;psi_ref_rad;kappa_ref_radpm;dkappa_ref_radpm2
-171.3346970;440.0118100;-6.8456450;6.8424820;0.9469614;-0.3213474;-0.3727752;1774.3586330;-1.8859253;-0.0000190;64.7856230;1.7949390;0.0001300;1774.4088980;4.3852370;0.0000090;0.0000020
-171.4953620;439.5383540;-6.8463610;6.8429290;0.9469630;-0.3213426;-0.3667942;1774.8585930;-1.8859353;-0.0000190;64.7994630;1.7923110;0.0001310;1774.9088720;4.3852420;0.0000090;0.0000000
-171.6560240;439.0648960;-6.8475080;6.8435550;0.9469643;-0.3213388;-0.3608128;1775.3585530;-1.8859453;-0.0000190;64.8132800;1.7896870;0.0001310;1775.4088470;4.3852460;0.0000090;0.0000000
-171.8166840;438.5914380;-6.8490250;6.8443550;0.9469659;-0.3213341;-0.3548445;1775.8585130;-1.8859543;-0.0000190;64.8270740;1.7870670;0.0001320;1775.9088210;4.3852510;0.0000090;0.0000000
-171.9773420;438.1179790;-6.8508070;6.8453140;0.9469672;-0.3213303;-0.3488735;1776.3584740;-1.8859643;-0.0000190;64.8408450;1.7844510;0.0001330;1776.4087950;4.3852550;0.0000090;0.0000000
-172.1379970;437.6445190;-6.8527140;6.8464000;0.9469688;-0.3213256;-0.3429179;1776.8584340;-1.8859733;-0.0000190;64.8545920;1.7818400;0.0001340;1776.9087700;4.3852600;0.0000090;0.0000000
-172.2986510;437.1710590;-6.8545850;6.8475670;0.9469701;-0.3213218;-0.3369586;1777.3583940;-1.8859833;-0.0000190;64.8683170;1.7792320;0.0001350;1777.4087440;4.3852640;0.0000090;0.0000000
-172.4593020;436.6975980;-6.8562530;6.8487510;0.9469717;-0.3213171;-0.3310131;1777.8583540;-1.8859933;-0.0000190;64.8820180;1.7766290;0.0001350;1777.9087180;4.3852690;0.0000090;0.0000000
-172.6199510;436.2241360;-6.8575590;6.8498800;0.9469733;-0.3213123;-0.3250742;1778.3583140;-1.8860023;-0.0000190;64.8956970;1.7740300;0.0001360;1778.4086930;4.3852740;0.0000090;0.0000000
-172.7805980;435.7506730;-6.8583710;6.8508700;0.9469746;-0.3213085;-0.3191329;1778.8582740;-1.8860113;-0.0000190;64.9093530;1.7714350;0.0001370;1778.9086670;4.3852780;0.0000090;0.0000000
-172.9412430;435.2772100;-6.8585980;6.8516400;0.9469762;-0.3213038;-0.3132048;1779.3582350;-1.8860213;-0.0000190;64.9229860;1.7688450;0.0001370;1779.4086410;4.3852830;0.0000090;0.0000000
-173.1018860;434.8037460;-6.8582020;6.8521190;0.9469775;-0.3213000;-0.3072749;1779.8581950;-1.8860303;-0.0000190;64.9365960;1.7662580;0.0001380;1779.9086160;4.3852870;0.0000090;0.0000000
-173.2625260;434.3302810;-6.8572020;6.8522490;0.9469791;-0.3212953;-0.3013591;1780.3581550;-1.8860403;-0.0000190;64.9501830;1.7636760;0.0001380;1780.4085900;4.3852920;0.0000090;0.0000000
-173.4231650;433.8568150;-6.8556770;6.8520020;0.9469803;-0.3212915;-0.2954399;1780.8581150;-1.8860493;-0.0000190;64.9637480;1.7610970;0.0001390;1780.9085640;4.3852960;0.0000090;0.0000000
-173.5838010;433.3833490;-6.8537580;6.8513780;0.9469816;-0.3212877;-0.2895281;1781.3580750;-1.8860583;-0.0000190;64.9772900;1.7585230;0.0001400;1781.4085380;4.3853000;0.0000090;0.0000000
-173.7444360;432.9098820;-6.8516160;6.8504100;0.9469832;-0.3212830;-0.2836281;1781.8580350;-1.8860683;-0.0000190;64.9908090;1.7559520;0.0001400;1781.9085130;4.3853050;0.0000080;-0.0000020
-173.9050680;432.4364140;-6.8494410;6.8491650;0.9469845;-0.3212792;-0.2777270;1782.3579960;-1.8860773;-0.0000180;65.0043060;1.7533860;0.0001410;1782.4084870;4.3853090;0.0000080;0.0000000
-174.0656980;431.9629460;-6.8474290;6.8477370;0.9469858;-0.3212754;-0.2718319;1782.8579560;-1.8860863;-0.0000180;65.0177810;1.7508240;0.0001410;1782.9084610;4.3853130;0.0000080;0.0000000
-174.2263270;431.4894770;-6.8457520;6.8462390;0.9469871;-0.3212716;-0.2659399;1783.3579160;-1.8860953;-0.0000180;65.0312330;1.7482650;0.0001410;1783.4084360;4.3853170;0.0000080;0.0000000
-174.3869540;431.0160080;-6.8445410;6.8447930;0.9469884;-0.3212678;-0.2600543;1783.8578760;-1.8861043;-0.0000180;65.0446620;1.7457110;0.0001420;1783.9084100;4.3853210;0.0000080;0.0000000
-174.5475790;430.5425380;-6.8438730;6.8435180;0.9469893;-0.3212650;-0.2541662;1784.3578360;-1.8861133;-0.0000180;65.0580690;1.7431610;0.0001420;1784.4083840;4.3853240;0.0000070;-0.0000020
-174.7082020;430.0690670;-6.8437590;6.8425160;0.9469906;-0.3212612;-0.2482914;1784.8577960;-1.8861233;-0.0000180;65.0714540;1.7406140;0.0001430;1784.9083590;4.3853280;0.0000070;0.0000000
-174.8688230;429.5955960;-6.8441430;6.8418630;0.9469919;-0.3212574;-0.2424222;1785.3577570;-1.8861323;-0.0000180;65.0848160;1.7380710;0.0001430;1785.4083330;4.3853320;0.0000070;0.0000000
-175.0294430;429.1221240;-6.8449100;6.8415940;0.9469929;-0.3212546;-0.2365499;1785.8577170;-1.8861413;-0.0000180;65.0981560;1.7355320;0.0001430;1785.9083070;4.3853350;0.0000070;0.0000000
-175.1900610;428.6486510;-6.8458980;6.8417050;0.9469938;-0.3212517;-0.2306821;1786.3576770;-1.8861503;-0.0000180;65.1114740;1.7329970;0.0001440;1786.4082820;4.3853380;0.0000070;0.0000000
-175.3506780;428.1751780;-6.8469160;6.8421470;0.9469951;-0.3212479;-0.2248272;1786.8576370;-1.8861593;-0.0000180;65.1247700;1.7304660;0.0001440;1786.9082560;4.3853420;0.0000060;-0.0000020
-175.5112930;427.7017050;-6.8477690;6.8428360;0.9469961;-0.3212451;-0.2189695;1787.3575970;-1.8861673;-0.0000180;65.1380440;1.7279380;0.0001440;1787.4082300;4.3853450;0.0000060;0.0000000
-175.6719060;427.2282310;-6.8482790;6.8436600;0.9469971;-0.3212423;-0.2131181;1787.8575570;-1.8861763;-0.0000180;65.1512950;1.7254140;0.0001440;1787.9082050;4.3853480;0.0000060;0.0000000
-175.8325190;426.7547570;-6.8483030;6.8444950;0.9469980;-0.3212394;-0.2072690;1788.3575180;-1.8861853;-0.0000180;65.1645250;1.7228940;0.0001450;1788.4081790;4.3853510;0.0000060;0.0000000
-175.9931300;426.2812820;-6.8477550;6.8452180;0.9469990;-0.3212366;-0.2014252;1788.8574780;-1.8861943;-0.0000180;65.1777320;1.7203780;0.0001450;1788.9081530;4.3853540;0.0000060;0.0000000
-176.1537390;425.8078060;-6.8466080;6.8457280;0.9469999;-0.3212337;-0.1955878;1789.3574380;-1.8862033;-0.0000170;65.1909180;1.7178650;0.0001450;1789.4081280;4.3853570;0.0000060;0.0000000
-176.3143470;425.3343300;-6.8449050;6.8459570;0.9470006;-0.3212318;-0.1897467;1789.8573980;-1.8862113;-0.0000170;65.2040820;1.7153560;0.0001450;1789.9081020;4.3853590;0.0000050;-0.0000020
-176.4749540;424.8608540;-6.8427510;6.8458800;0.9470015;-0.3212290;-0.1839165;1790.3573580;-1.8862203;-0.0000170;65.2172230;1.7128500;0.0001450;1790.4080760;4.3853620;0.0000050;0.0000000
-176.6355600;424.3873770;-6.8403050;6.8455140;0.9470025;-0.3212262;-0.1780917;1790.8573180;-1.8862293;-0.0000170;65.2303430;1.7103480;0.0001450;1790.9080510;4.3853650;0.0000050;0.0000000
-176.7961640;423.9139000;-6.8377620;6.8449210;0.9470032;-0.3212243;-0.1722642;1791.3572790;-1.8862373;-0.0000170;65.2434410;1.7078500;0.0001450;1791.4080250;4.3853670;0.0000050;0.0000000
-176.9567670;423.4404230;-6.8353360;6.8441920;0.9470041;-0.3212214;-0.1664486;1791.8572390;-1.8862463;-0.0000170;65.2565180;1.7053550;0.0001450;1791.9079990;4.3853700;0.0000050;0.0000000
-177.1173690;422.9669450;-6.8332370;6.8434370;0.9470051;-0.3212186;-0.1606364;1792.3571990;-1.8862553;-0.0000170;65.2695720;1.7028640;0.0001450;1792.4079740;4.3853730;0.0000050;0.0000000
-177.2779690;422.4934660;-6.8316550;6.8427620;0.9470057;-0.3212167;-0.1548228;1792.8571590;-1.8862633;-0.0000170;65.2826050;1.7003760;0.0001450;1792.9079480;4.3853750;0.0000050;0.0000000
-177.4385690;422.0199880;-6.8307380;6.8422590;0.9470067;-0.3212138;-0.1490198;1793.3571190;-1.8862713;-0.0000170;65.2956170;1.6978920;0.0001450;1793.4079220;4.3853780;0.0000050;0.0000000
-177.5991670;421.5465080;-6.8305790;6.8419860;0.9470077;-0.3212110;-0.1432225;1793.8570790;-1.8862803;-0.0000170;65.3086060;1.6954120;0.0001450;1793.9078970;4.3853810;0.0000050;0.0000000
-177.7597630;421.0730290;-6.8312110;6.8419620;0.9470083;-0.3212091;-0.1374219;1794.3570400;-1.8862883;-0.0000170;65.3215750;1.6929350;0.0001450;1794.4078710;4.3853830;0.0000060;0.0000020
-177.9203590;420.5995490;-6.8326000;6.8421640;0.9470093;-0.3212063;-0.1316319;1794.8570000;-1.8862973;-0.0000170;65.3345210;1.6904620;0.0001450;1794.9078450;4.3853860;0.0000060;0.0000000
-178.0809530;420.1260680;-6.8346540;6.8425310;0.9470102;-0.3212034;-0.1258482;1795.3569600;-1.8863053;-0.0000170;65.3474460;1.6879920;0.0001440;1795.4078200;4.3853890;0.0000060;0.0000000
-178.2415460;419.6525870;-6.8372280;6.8429750;0.9470112;-0.3212006;-0.1200686;1795.8569200;-1.8863133;-0.0000170;65.3603500;1.6855260;0.0001440;1795.9077940;4.3853920;0.0000060;0.0000000
-178.4021370;419.1791050;-6.8401390;6.8433990;0.9470121;-0.3211977;-0.1142931;1796.3568800;-1.8863223;-0.0000160;65.3732330;1.6830630;0.0001440;1796.4077680;4.3853950;0.0000060;0.0000000
-178.5627270;418.7056230;-6.8431860;6.8437100;0.9470131;-0.3211949;-0.1085230;1796.8568400;-1.8863303;-0.0000160;65.3860940;1.6806040;0.0001430;1796.9077430;4.3853980;0.0000070;0.0000020
-178.7233150;418.2321410;-6.8461610;6.8438400;0.9470144;-0.3211911;-0.1027648;1797.3568010;-1.8863383;-0.0000160;65.3989330;1.6781490;0.0001430;1797.4077170;4.3854020;0.0000070;0.0000000
-178.8839020;417.7586580;-6.8488730;6.8437520;0.9470154;-0.3211883;-0.0970039;1797.8567610;-1.8863463;-0.0000160;65.4117520;1.6756970;0.0001420;1797.9076910;4.3854050;0.0000070;0.0000000
-179.0444870;417.2851740;-6.8511580;6.8434530;0.9470166;-0.3211845;-0.0912555;1798.3567210;-1.8863543;-0.0000160;65.4245490;1.6732480;0.0001420;1798.4076660;4.3854090;0.0000080;0.0000020
-179.2050700;416.8116900;-6.8528950;6.8429870;0.9470179;-0.3211807;-0.0855119;1798.8566810;-1.8863623;-0.0000160;65.4373250;1.6708030;0.0001410;1798.9076400;4.3854130;0.0000080;0.0000000
-179.3656510;416.3382050;-6.8540060;6.8424330;0.9470192;-0.3211769;-0.0797736;1799.3566410;-1.8863703;-0.0000160;65.4500800;1.6683620;0.0001400;1799.4076140;4.3854170;0.0000080;0.0000000
-179.5262300;415.8647190;-6.8544670;6.8418920;0.9470205;-0.3211731;-0.0740410;1799.8566010;-1.8863783;-0.0000160;65.4628140;1.6659240;0.0001390;1799.9075890;4.3854210;0.0000090;0.0000020
-179.6868070;415.3912330;-6.8543000;6.8414660;0.9470221;-0.3211684;-0.0683200;1800.3565620;-1.8863863;-0.0000160;65.4755260;1.6634900;0.0001390;1800.4075630;4.3854260;0.0000090;0.0000000
-179.8473820;414.9177460;-6.8535700;6.8412490;0.9470234;-0.3211646;-0.0625975;1800.8565220;-1.8863943;-0.0000160;65.4882180;1.6610590;0.0001380;1800.9075370;4.3854300;0.0000100;0.0000020
-180.0079550;414.4442580;-6.8523790;6.8413070;0.9470250;-0.3211599;-0.0568872;1801.3564820;-1.8864023;-0.0000160;65.5008880;1.6586310;0.0001370;1801.4075120;4.3854350;0.0000100;0.0000000
-180.1685250;413.9707690;-6.8508540;6.8416670;0.9470269;-0.3211542;-0.0511911;1801.8564420;-1.8864103;-0.0000160;65.5135380;1.6562080;0.0001360;1801.9074860;4.3854410;0.0000110;0.0000020
-180.3290930;413.4972800;-6.8491370;6.8423160;0.9470285;-0.3211494;-0.0454922;1802.3564020;-1.8864183;-0.0000160;65.5261670;1.6537870;0.0001350;1802.4074600;4.3854460;0.0000110;0.0000000
-180.4896580;413.0237890;-6.8473740;6.8432030;0.9470305;-0.3211438;-0.0398074;1802.8563620;-1.8864253;-0.0000150;65.5387750;1.6513700;0.0001340;1802.9074350;4.3854520;0.0000120;0.0000020
-180.6502200;412.5502980;-6.8457060;6.8442400;0.9470324;-0.3211381;-0.0341280;1803.3563230;-1.8864333;-0.0000150;65.5513620;1.6489570;0.0001330;1803.4074090;4.3854580;0.0000120;0.0000000
-180.8107800;412.0768060;-6.8442560;6.8453200;0.9470343;-0.3211324;-0.0284549;1803.8562830;-1.8864413;-0.0000150;65.5639280;1.6465470;0.0001320;1803.9073830;4.3854640;0.0000130;0.0000020
-180.9713360;411.6033120;-6.8431220;6.8463310;0.9470366;-0.3211258;-0.0227959;1804.3562430;-1.8864483;-0.0000150;65.5764730;1.6441410;0.0001310;1804.4073580;4.3854710;0.0000130;0.0000000
-181.1318890;411.1298180;-6.8423750;6.8471670;0.9470385;-0.3211201;-0.0171342;1804.8562030;-1.8864563;-0.0000150;65.5889980;1.6417380;0.0001290;1804.9073320;4.3854770;0.0000140;0.0000020
-181.2924390;410.6563220;-6.8420470;6.8477460;0.9470407;-0.3211135;-0.0114882;1805.3561630;-1.8864633;-0.0000150;65.6015020;1.6393390;0.0001280;1805.4073060;4.3854840;0.0000140;0.0000000
-181.4529860;410.1828260;-6.8421390;6.8480190;0.9470433;-0.3211059;-0.0058547;1805.8561230;-1.8864713;-0.0000150;65.6139850;1.6369430;0.0001270;1805.9072810;4.3854920;0.0000150;0.0000020
-181.6135290;409.7093280;-6.8426140;6.8479730;0.9470455;-0.3210993;-0.0002211;1806.3560840;-1.8864783;-0.0000150;65.6264480;1.6345510;0.0001250;1806.4072550;4.3854990;0.0000160;0.0000020
-181.7740680;409.2358280;-6.8434080;6.8476350;0.9470481;-0.3210917;0.0053973;1806.8560440;-1.8864863;-0.0000150;65.6388900;1.6321630;0.0001240;1806.9072290;4.3855070;0.0000160;0.0000000
-181.9346040;408.7623280;-6.8444300;6.8470660;0.9470510;-0.3210832;0.0110031;1807.3560040;-1.8864933;-0.0000150;65.6513120;1.6297780;0.0001220;1807.4072040;4.3855160;0.0000170;0.0000020
-182.0951350;408.2888260;-6.8455770;6.8463520;0.9470536;-0.3210756;0.0166078;1807.8559640;-1.8865003;-0.0000150;65.6637130;1.6273970;0.0001210;1807.9071780;4.3855240;0.0000170;0.0000000
-182.2556630;407.8153230;-6.8467410;6.8455940;0.9470565;-0.3210671;0.0221987;1808.3559240;-1.8865083;-0.0000150;65.6760940;1.6250190;0.0001190;1808.4071520;4.3855330;0.0000180;0.0000020
-182.4161860;407.3418180;-6.8478200;6.8448930;0.9470594;-0.3210585;0.0277817;1808.8558840;-1.8865153;-0.0000140;65.6884540;1.6226450;0.0001180;1808.9071270;4.3855420;0.0000180;0.0000000
-182.5767050;406.8683120;-6.8487280;6.8443370;0.9470622;-0.3210500;0.0333578;1809.3558450;-1.8865223;-0.0000140;65.7007940;1.6202750;0.0001160;1809.4071010;4.3855510;0.0000190;0.0000020
-182.7372200;406.3948050;-6.8494060;6.8439930;0.9470651;-0.3210415;0.0389266;1809.8558050;-1.8865293;-0.0000140;65.7131130;1.6179080;0.0001140;1809.9070750;4.3855600;0.0000190;0.0000000
-182.8977300;405.9212960;-6.8498250;6.8438920;0.9470683;-0.3210320;0.0444800;1810.3557650;-1.8865363;-0.0000140;65.7254130;1.6155450;0.0001120;1810.4070500;4.3855700;0.0000190;0.0000000
-183.0582360;405.4477850;-6.8499890;6.8440300;0.9470716;-0.3210225;0.0500259;1810.8557250;-1.8865433;-0.0000140;65.7376920;1.6131860;0.0001100;1810.9070240;4.3855800;0.0000200;0.0000020
-183.2187370;404.9742730;-6.8499320;6.8443700;0.9470744;-0.3210140;0.0555725;1811.3556850;-1.8865513;-0.0000140;65.7499500;1.6108310;0.0001090;1811.4069980;4.3855890;0.0000200;0.0000000
-183.3792330;404.5007590;-6.8497170;6.8448450;0.9470780;-0.3210036;0.0610938;1811.8556450;-1.8865583;-0.0000140;65.7621890;1.6084790;0.0001070;1811.9069730;4.3856000;0.0000200;0.0000000
-183.5397240;404.0272440;-6.8494220;6.8453690;0.9470812;-0.3209941;0.0666169;1812.3556060;-1.8865643;-0.0000140;65.7744080;1.6061320;0.0001050;1812.4069470;4.3856100;0.0000210;0.0000020
-183.7002100;403.5537270;-6.8491310;6.8458500;0.9470844;-0.3209847;0.0721302;1812.8555660;-1.8865713;-0.0000140;65.7866060;1.6037880;0.0001030;1812.9069210;4.3856200;0.0000210;0.0000000
-183.8606920;403.0802080;-6.8489210;6.8462060;0.9470879;-0.3209742;0.0776303;1813.3555260;-1.8865783;-0.0000140;65.7987840;1.6014480;0.0001010;1813.4068960;4.3856310;0.0000210;0.0000000
-184.0211680;402.6066880;-6.8488540;6.8463700;0.9470911;-0.3209648;0.0831284;1813.8554860;-1.8865853;-0.0000140;65.8109430;1.5991120;0.0000990;1813.9068700;4.3856410;0.0000210;0.0000000
-184.1816400;402.1331650;-6.8489680;6.8463060;0.9470947;-0.3209544;0.0886114;1814.3554460;-1.8865923;-0.0000140;65.8230810;1.5967800;0.0000960;1814.4068440;4.3856520;0.0000210;0.0000000
-184.3421060;401.6596410;-6.8492690;6.8460060;0.9470982;-0.3209439;0.0940863;1814.8554060;-1.8865993;-0.0000140;65.8351990;1.5944520;0.0000940;1814.9068190;4.3856630;0.0000210;0.0000000
-184.5025670;401.1861160;-6.8497360;6.8454930;0.9471014;-0.3209345;0.0995600;1815.3553670;-1.8866053;-0.0000130;65.8472980;1.5921280;0.0000920;1815.4067930;4.3856730;0.0000210;0.0000000
-184.6630240;400.7125890;-6.8503250;6.8448140;0.9471049;-0.3209240;0.1050203;1815.8553270;-1.8866123;-0.0000130;65.8593760;1.5898090;0.0000900;1815.9067670;4.3856840;0.0000210;0.0000000
-184.8234750;400.2390590;-6.8509720;6.8440310;0.9471085;-0.3209136;0.1104708;1816.3552870;-1.8866193;-0.0000130;65.8714350;1.5874930;0.0000870;1816.4067420;4.3856950;0.0000210;0.0000000
-184.9839210;399.7655290;-6.8516070;6.8432100;0.9471120;-0.3209032;0.1159133;1816.8552470;-1.8866253;-0.0000130;65.8834740;1.5851810;0.0000850;1816.9067160;4.3857060;0.0000210;0.0000000
-185.1443620;399.2919960;-6.8521630;6.8424100;0.9471152;-0.3208937;0.1213558;1817.3552070;-1.8866323;-0.0000130;65.8954940;1.5828730;0.0000830;1817.4066900;4.3857160;0.0000210;0.0000000
-185.3047980;398.8184620;-6.8525830;6.8416740;0.9471187;-0.3208833;0.1267826;1817.8551670;-1.8866393;-0.0000130;65.9074930;1.5805700;0.0000810;1817.9066650;4.3857270;0.0000210;0.0000000
-185.4652290;398.3449260;-6.8528290;6.8410220;0.9471219;-0.3208738;0.1322095;1818.3551280;-1.8866453;-0.0000130;65.9194740;1.5782710;0.0000780;1818.4066390;4.3857370;0.0000200;-0.0000020
-185.6256560;397.8713890;-6.8528820;6.8404530;0.9471252;-0.3208644;0.1376292;1818.8550880;-1.8866523;-0.0000130;65.9314340;1.5759760;0.0000760;1818.9066130;4.3857470;0.0000200;0.0000000
-185.7860770;397.3978500;-6.8527430;6.8399450;0.9471284;-0.3208549;0.1430403;1819.3550480;-1.8866583;-0.0000130;65.9433750;1.5736850;0.0000730;1819.4065880;4.3857570;0.0000200;0.0000000
-185.9464940;396.9243090;-6.8524270;6.8394610;0.9471316;-0.3208454;0.1484448;1819.8550080;-1.8866653;-0.0000130;65.9552960;1.5713980;0.0000710;1819.9065620;4.3857670;0.0000190;-0.0000020
-186.1069070;396.4507670;-6.8519640;6.8389630;0.9471345;-0.3208369;0.1538502;1820.3549680;-1.8866713;-0.0000130;65.9671980;1.5691150;0.0000690;1820.4065360;4.3857760;0.0000190;0.0000000
-186.2673140;395.9772230;-6.8513860;6.8384130;0.9471373;-0.3208284;0.1592457;1820.8549280;-1.8866773;-0.0000130;65.9790810;1.5668370;0.0000660;1820.9065110;4.3857850;0.0000180;-0.0000020
-186.4277180;395.5036780;-6.8507200;6.8377880;0.9471402;-0.3208199;0.1646362;1821.3548890;-1.8866843;-0.0000130;65.9909440;1.5645630;0.0000640;1821.4064850;4.3857940;0.0000180;0.0000000
-186.5881170;395.0301320;-6.8499900;6.8370840;0.9471431;-0.3208113;0.1700197;1821.8548490;-1.8866903;-0.0000130;66.0027880;1.5622930;0.0000610;1821.9064590;4.3858030;0.0000170;-0.0000020
-186.7485130;394.5565840;-6.8492070;6.8363180;0.9471460;-0.3208028;0.1753962;1822.3548090;-1.8866963;-0.0000130;66.0146120;1.5600270;0.0000590;1822.4064340;4.3858120;0.0000160;-0.0000020
-186.9089040;394.0830340;-6.8483690;6.8355280;0.9471486;-0.3207952;0.1807733;1822.8547690;-1.8867033;-0.0000120;66.0264170;1.5577650;0.0000570;1822.9064080;4.3858200;0.0000160;0.0000000
-187.0692920;393.6094840;-6.8474640;6.8347690;0.9471508;-0.3207886;0.1861518;1823.3547290;-1.8867093;-0.0000120;66.0382030;1.5555070;0.0000540;1823.4063820;4.3858270;0.0000150;-0.0000020
-187.2296760;393.1359320;-6.8464720;6.8341050;0.9471531;-0.3207820;0.1915240;1823.8546890;-1.8867153;-0.0000120;66.0499700;1.5532540;0.0000520;1823.9063570;4.3858340;0.0000140;-0.0000020
-187.3900570;392.6623790;-6.8453700;6.8336040;0.9471553;-0.3207753;0.1968911;1824.3546500;-1.8867213;-0.0000120;66.0617180;1.5510050;0.0000500;1824.4063310;4.3858410;0.0000130;-0.0000020
-187.5504350;392.1888250;-6.8441380;6.8333250;0.9471576;-0.3207687;0.2022516;1824.8546100;-1.8867273;-0.0000120;66.0734460;1.5487590;0.0000470;1824.9063050;4.3858480;0.0000120;-0.0000020
-187.7108100;391.7152710;-6.8427640;6.8333120;0.9471595;-0.3207630;0.2076151;1825.3545700;-1.8867333;-0.0000120;66.0851560;1.5465180;0.0000450;1825.4062800;4.3858540;0.0000110;-0.0000020
-187.8711820;391.2417150;-6.8412500;6.8335900;0.9471611;-0.3207583;0.2129807;1825.8545300;-1.8867393;-0.0000120;66.0968460;1.5442810;0.0000430;1825.9062540;4.3858590;0.0000110;0.0000000
-188.0315520;390.7681580;-6.8396130;6.8341610;0.9471627;-0.3207536;0.2183410;1826.3544900;-1.8867453;-0.0000120;66.1085180;1.5420480;0.0000410;1826.4062280;4.3858640;0.0000100;-0.0000020
-188.1919190;390.2946010;-6.8378920;6.8349990;0.9471643;-0.3207488;0.2236962;1826.8544500;-1.8867513;-0.0000120;66.1201700;1.5398190;0.0000390;1826.9062030;4.3858690;0.0000090;-0.0000020
-188.3522850;389.8210430;-6.8361410;6.8360570;0.9471656;-0.3207450;0.2290550;1827.3544110;-1.8867573;-0.0000120;66.1318040;1.5375940;0.0000360;1827.4061770;4.3858730;0.0000080;-0.0000020
-188.5126480;389.3474840;-6.8344330;6.8372660;0.9471665;-0.3207422;0.2344163;1827.8543710;-1.8867633;-0.0000120;66.1434190;1.5353730;0.0000340;1827.9061510;4.3858760;0.0000070;-0.0000020
-188.6730100;388.8739250;-6.8328550;6.8385490;0.9471675;-0.3207394;0.2397743;1828.3543310;-1.8867693;-0.0000120;66.1550150;1.5331560;0.0000320;1828.4061260;4.3858790;0.0000050;-0.0000040
-188.8333710;388.4003650;-6.8314950;6.8398210;0.9471685;-0.3207365;0.2451289;1828.8542910;-1.8867753;-0.0000120;66.1665920;1.5309430;0.0000300;1828.9061000;4.3858820;0.0000040;-0.0000020
-188.9937310;387.9268050;-6.8304420;6.8410030;0.9471691;-0.3207346;0.2504875;1829.3542510;-1.8867813;-0.0000120;66.1781510;1.5287340;0.0000280;1829.4060740;4.3858840;0.0000030;-0.0000020
-189.1540900;387.4532450;-6.8297730;6.8420240;0.9471694;-0.3207337;0.2558507;1829.8542110;-1.8867873;-0.0000120;66.1896910;1.5265290;0.0000260;1829.9060490;4.3858850;0.0000020;-0.0000020
-189.3144480;386.9796840;-6.8295420;6.8428330;0.9471697;-0.3207327;0.2612105;1830.3541720;-1.8867933;-0.0000120;66.2012120;1.5243280;0.0000240;1830.4060230;4.3858860;0.0000010;-0.0000020
-189.4748060;386.5061240;-6.8297790;6.8433980;0.9471697;-0.3207327;0.2665754;1830.8541320;-1.8867983;-0.0000110;66.2127150;1.5221310;0.0000230;1830.9059970;4.3858860;0.0000000;-0.0000020
-189.6351640;386.0325630;-6.8304750;6.8437080;0.9471697;-0.3207327;0.2719376;1831.3540920;-1.8868043;-0.0000110;66.2241990;1.5199380;0.0000210;1831.4059720;4.3858860;-0.0000010;-0.0000020
-189.7955230;385.5590030;-6.8315870;6.8437740;0.9471694;-0.3207337;0.2773068;1831.8540520;-1.8868103;-0.0000110;66.2356640;1.5177480;0.0000190;1831.9059460;4.3858850;-0.0000020;-0.0000020
-189.9558810;385.0854420;-6.8330360;6.8436200;0.9471691;-0.3207346;0.2826726;1832.3540120;-1.8868153;-0.0000110;66.2471110;1.5155630;0.0000170;1832.4059200;4.3858840;-0.0000030;-0.0000020
-190.1162410;384.6118820;-6.8347080;6.8432830;0.9471685;-0.3207365;0.2880456;1832.8539720;-1.8868213;-0.0000110;66.2585400;1.5133820;0.0000150;1832.9058950;4.3858820;-0.0000040;-0.0000020
-190.2766020;384.1383220;-6.8364670;6.8428020;0.9471678;-0.3207384;0.2934169;1833.3539330;-1.8868263;-0.0000110;66.2699500;1.5112040;0.0000140;1833.4058690;4.3858800;-0.0000050;-0.0000020
-190.4369630;383.6647630;-6.8381640;6.8422140;0.9471669;-0.3207412;0.2987945;1833.8538930;-1.8868323;-0.0000110;66.2813420;1.5090310;0.0000120;1833.9058430;4.3858770;-0.0000060;-0.0000020
-190.5973270;383.1912040;-6.8396490;6.8415500;0.9471656;-0.3207450;0.3041808;1834.3538530;-1.8868383;-0.0000110;66.2927150;1.5068610;0.0000110;1834.4058170;4.3858730;-0.0000070;-0.0000020
-190.7576910;382.7176460;-6.8407840;6.8408300;0.9471646;-0.3207479;0.3095561;1834.8538130;-1.8868433;-0.0000110;66.3040700;1.5046950;0.0000090;1834.9057920;4.3858700;-0.0000080;-0.0000020
-190.9180580;382.2440880;-6.8414570;6.8400620;0.9471630;-0.3207526;0.3149480;1835.3537730;-1.8868483;-0.0000110;66.3154070;1.5025330;0.0000070;1835.4057660;4.3858650;-0.0000090;-0.0000020
-191.0784270;381.7705320;-6.8415920;6.8392440;0.9471614;-0.3207574;0.3203401;1835.8537330;-1.8868543;-0.0000110;66.3267260;1.5003750;0.0000060;1835.9057400;4.3858600;-0.0000100;-0.0000020
-191.2387990;381.2969760;-6.8411550;6.8383690;0.9471598;-0.3207621;0.3257332;1836.3536940;-1.8868593;-0.0000110;66.3380260;1.4982210;0.0000040;1836.4057150;4.3858550;-0.0000110;-0.0000020
-191.3991730;380.8234200;-6.8401570;6.8374230;0.9471579;-0.3207678;0.3311335;1836.8536540;-1.8868653;-0.0000110;66.3493090;1.4960700;0.0000030;1836.9056890;4.3858490;-0.0000120;-0.0000020
